Cust_ID,Activity,Date
CUS_127,Checkout,2024-06-16
CUS_127,Browse,2024-06-20
CUS_127,Browse,2024-06-24
CUS_128,Browse,2024-06-12
CUS_128,Browse,2024-06-17
CUS_128,Browse,2024-06-21
CUS_128,Browse,2024-06-25
CUS_128,Browse,2024-06-28
CUS_128,Browse,2024-06-29
CUS_128,Browse,2024-06-30
CUS_128,Browse,2024-07-03
CUS_128,Browse,2024-07-06
CUS_128,Browse,2024-07-07
CUS_128,Browse,2024-07-10
CUS_129,Sign_Up,2025-03-21
CUS_129,Browse,2025-03-22
CUS_129,Add_to_Cart,2025-03-22
CUS_129,Browse,2025-03-25
CUS_129,Browse,2025-03-26
CUS_129,Browse,2025-03-29
CUS_129,Browse,2025-03-31
CUS_129,Checkout,2025-04-02
CUS_129,Browse,2025-04-04
CUS_129,Browse,2025-04-05
CUS_129,Browse,2025-04-09
CUS_130,Browse,2025-05-15
CUS_130,Browse,2025-05-17
CUS_130,Browse,2025-05-20
CUS_130,Browse,2025-05-22
CUS_130,Browse,2025-05-23
CUS_130,Browse,2025-05-25
CUS_130,Browse,2025-05-26
CUS_130,Browse,2025-05-27
CUS_130,Browse,2025-05-31
CUS_130,Browse,2025-06-01
CUS_130,Browse,2025-06-04
CUS_130,Browse,2025-06-06
CUS_130,Browse,2025-06-10
CUS_131,Sign_Up,2024-05-11
CUS_131,Browse,2024-05-13
CUS_131,Add_to_Cart,2024-05-13
CUS_131,Browse,2024-05-17
CUS_131,Browse,2024-05-19
CUS_131,Browse,2024-05-22
CUS_131,Browse,2024-05-26
CUS_131,Browse,2024-05-29
CUS_131,Browse,2024-06-02
CUS_131,Browse,2024-06-06
CUS_131,Browse,2024-06-08
CUS_132,Browse,2024-09-10
CUS_132,Browse,2024-09-13
CUS_132,Browse,2024-09-14
CUS_132,Browse,2024-09-16
CUS_132,Browse,2024-09-18
CUS_132,Browse,2024-09-19
CUS_132,Browse,2024-09-20
CUS_132,Browse,2024-09-21
CUS_132,Browse,2024-09-23
CUS_132,Browse,2024-09-24
CUS_132,Browse,2024-09-26
CUS_132,Browse,2024-09-29
CUS_132,Browse,2024-10-02
CUS_133,Browse,2024-12-04
CUS_133,Browse,2024-12-07
CUS_133,Browse,2024-12-11
CUS_133,Browse,2024-12-13
CUS_133,Browse,2024-12-15
CUS_133,Browse,2024-12-19
CUS_133,Browse,2024-12-21
CUS_133,Browse,2024-12-25
CUS_133,Browse,2024-12-29
CUS_133,Browse,2024-12-31
CUS_134,Sign_Up,2024-04-09
CUS_134,Browse,2024-04-12
CUS_134,Browse,2024-04-16
CUS_134,Browse,2024-04-20
CUS_134,Browse,2024-04-21
CUS_134,Browse,2024-04-22
CUS_134,Browse,2024-04-23
CUS_134,Browse,2024-04-27
CUS_134,Browse,2024-04-30
CUS_134,Browse,2024-05-01
CUS_134,Browse,2024-05-05
CUS_135,Sign_Up,2024-07-15
CUS_135,Browse,2024-07-19
CUS_135,Add_to_Cart,2024-07-19
CUS_135,Browse,2024-07-21
CUS_135,Browse,2024-07-25
CUS_135,Browse,2024-07-27
CUS_135,Browse,2024-07-28
CUS_135,Browse,2024-08-01
CUS_135,Checkout,2024-08-02
CUS_135,Browse,2024-08-03
CUS_135,Browse,2024-08-05
CUS_136,Sign_Up,2024-08-30
CUS_136,Browse,2024-09-03
CUS_136,Add_to_Cart,2024-09-03
CUS_136,Browse,2024-09-07
CUS_136,Browse,2024-09-09
CUS_136,Browse,2024-09-13
CUS_136,Browse,2024-09-14
CUS_136,Browse,2024-09-18
CUS_136,Browse,2024-09-21
CUS_136,Browse,2024-09-25
CUS_136,Browse,2024-09-26
CUS_136,Browse,2024-09-28
CUS_137,Sign_Up,2025-03-09
CUS_137,Browse,2025-03-13
CUS_137,Add_to_Cart,2025-03-13
CUS_137,Browse,2025-03-16
CUS_137,Browse,2025-03-17
CUS_137,Browse,2025-03-18
CUS_137,Browse,2025-03-21
CUS_137,Browse,2025-03-22
CUS_137,Browse,2025-03-23
CUS_137,Browse,2025-03-27
CUS_137,Browse,2025-03-30
CUS_138,Browse,2024-02-28
CUS_138,Sign_Up,2024-02-29
CUS_138,Add_to_Cart,2024-03-02
CUS_138,Browse,2024-03-03
CUS_138,Browse,2024-03-07
CUS_138,Browse,2024-03-08
CUS_138,Browse,2024-03-10
CUS_138,Browse,2024-03-11
CUS_138,Browse,2024-03-12
CUS_138,Browse,2024-03-16
CUS_138,Browse,2024-03-20
CUS_139,Sign_Up,2024-09-24
CUS_139,Browse,2024-09-27
CUS_139,Add_to_Cart,2024-09-27
CUS_139,Browse,2024-10-01
CUS_139,Browse,2024-10-04
CUS_139,Browse,2024-10-08
CUS_139,Browse,2024-10-11
CUS_139,Checkout,2024-10-12
CUS_139,Review,2024-10-13
CUS_139,Browse,2024-10-14
CUS_139,Browse,2024-10-18
CUS_140,Sign_Up,2025-06-02
CUS_140,Browse,2025-06-05
CUS_140,Add_to_Cart,2025-06-05
CUS_140,Browse,2025-06-07
CUS_140,Browse,2025-06-10
CUS_140,Browse,2025-06-12
CUS_140,Browse,2025-06-16
CUS_140,Browse,2025-06-19
CUS_140,Checkout,2025-06-20
CUS_140,Browse,2025-06-21
CUS_141,Sign_Up,2024-09-27
CUS_141,Browse,2024-09-28
CUS_141,Browse,2024-09-30
CUS_141,Browse,2024-10-03
CUS_141,Browse,2024-10-05
CUS_141,Browse,2024-10-08
CUS_141,Browse,2024-10-10
CUS_141,Browse,2024-10-13
CUS_141,Browse,2024-10-17
CUS_141,Browse,2024-10-20
CUS_142,Sign_Up,2024-04-04
CUS_142,Browse,2024-04-07
CUS_142,Add_to_Cart,2024-04-07
CUS_142,Browse,2024-04-10
CUS_142,Browse,2024-04-13
CUS_142,Browse,2024-04-15
CUS_142,Browse,2024-04-19
CUS_142,Browse,2024-04-23
CUS_142,Browse,2024-04-24
CUS_142,Browse,2024-04-25
CUS_142,Browse,2024-04-27
CUS_142,Browse,2024-04-28
CUS_143,Sign_Up,2024-06-01
CUS_143,Browse,2024-06-04
CUS_143,Add_to_Cart,2024-06-04
CUS_143,Browse,2024-06-06
CUS_143,Browse,2024-06-08
CUS_143,Browse,2024-06-09
CUS_143,Browse,2024-06-12
CUS_143,Browse,2024-06-15
CUS_143,Browse,2024-06-16
CUS_143,Browse,2024-06-19
CUS_144,Sign_Up,2024-09-12
CUS_144,Browse,2024-09-15
CUS_144,Add_to_Cart,2024-09-15
CUS_144,Browse,2024-09-19
CUS_144,Browse,2024-09-21
CUS_144,Browse,2024-09-23
CUS_144,Browse,2024-09-25
CUS_144,Browse,2024-09-29
CUS_144,Browse,2024-09-30
CUS_144,Browse,2024-10-02
CUS_144,Browse,2024-10-04
CUS_145,Browse,2025-02-25
CUS_145,Sign_Up,2025-02-27
CUS_145,Add_to_Cart,2025-03-02
CUS_145,Browse,2025-03-03
CUS_145,Browse,2025-03-04
CUS_145,Browse,2025-03-08
CUS_145,Browse,2025-03-10
CUS_145,Browse,2025-03-12
CUS_145,Browse,2025-03-16
CUS_145,Checkout,2025-03-19
CUS_145,Review,2025-03-21
CUS_146,Browse,2024-01-25
CUS_146,Browse,2024-01-31
CUS_146,Browse,2024-02-03
CUS_146,Browse,2024-02-04
CUS_146,Browse,2024-02-07
CUS_146,Browse,2024-02-10
CUS_146,Browse,2024-02-14
CUS_146,Browse,2024-02-17
CUS_146,Browse,2024-02-18
CUS_146,Browse,2024-02-19
CUS_146,Browse,2024-02-21
CUS_146,Browse,2024-02-25
CUS_146,Browse,2024-02-28
CUS_147,Sign_Up,2024-07-01
CUS_147,Browse,2024-07-04
CUS_147,Add_to_Cart,2024-07-04
CUS_147,Browse,2024-07-08
CUS_147,Browse,2024-07-11
CUS_147,Browse,2024-07-15
CUS_147,Browse,2024-07-16
CUS_147,Browse,2024-07-20
CUS_147,Browse,2024-07-22
CUS_147,Browse,2024-07-25
CUS_147,Browse,2024-07-29
CUS_147,Browse,2024-07-31
CUS_147,Browse,2024-08-03
CUS_148,Sign_Up,2025-03-22
CUS_148,Browse,2025-03-24
CUS_148,Add_to_Cart,2025-03-24
CUS_148,Browse,2025-03-25
CUS_148,Browse,2025-03-28
CUS_148,Browse,2025-03-29
CUS_148,Browse,2025-04-01
CUS_148,Browse,2025-04-04
CUS_148,Browse,2025-04-08
CUS_148,Browse,2025-04-11
CUS_149,Sign_Up,2024-10-29
CUS_149,Browse,2024-10-31
CUS_149,Add_to_Cart,2024-10-31
CUS_149,Browse,2024-11-04
CUS_149,Browse,2024-11-07
CUS_149,Browse,2024-11-11
CUS_149,Browse,2024-11-12
CUS_149,Browse,2024-11-15
CUS_149,Browse,2024-11-18
CUS_149,Browse,2024-11-20
CUS_149,Browse,2024-11-21
CUS_149,Browse,2024-11-24
CUS_150,Sign_Up,2024-11-25
CUS_150,Browse,2024-11-29
CUS_150,Add_to_Cart,2024-11-29
CUS_150,Browse,2024-12-03
CUS_150,Browse,2024-12-04
CUS_150,Browse,2024-12-07
CUS_150,Browse,2024-12-10
CUS_150,Checkout,2024-12-11
CUS_150,Browse,2024-12-14
CUS_150,Browse,2024-12-16
CUS_150,Browse,2024-12-18
CUS_151,Sign_Up,2024-05-30
CUS_151,Browse,2024-06-01
CUS_151,Add_to_Cart,2024-06-01
CUS_151,Browse,2024-06-02
CUS_151,Browse,2024-06-06
CUS_151,Browse,2024-06-08
CUS_151,Browse,2024-06-12
CUS_151,Browse,2024-06-16
CUS_151,Browse,2024-06-20
CUS_151,Browse,2024-06-22
CUS_151,Browse,2024-06-25
CUS_151,Browse,2024-06-27
CUS_152,Browse,2024-01-06
CUS_152,Sign_Up,2024-01-07
CUS_152,Browse,2024-01-13
CUS_152,Browse,2024-01-17
CUS_152,Browse,2024-01-18
CUS_152,Browse,2024-01-20
CUS_152,Browse,2024-01-21
CUS_152,Browse,2024-01-25
CUS_152,Browse,2024-01-27
CUS_152,Browse,2024-01-31
CUS_152,Browse,2024-02-02
CUS_153,Sign_Up,2025-03-29
CUS_153,Browse,2025-04-02
CUS_153,Add_to_Cart,2025-04-02
CUS_153,Browse,2025-04-06
CUS_153,Browse,2025-04-10
CUS_153,Browse,2025-04-14
CUS_153,Browse,2025-04-17
CUS_153,Browse,2025-04-19
CUS_153,Browse,2025-04-22
CUS_153,Browse,2025-04-26
CUS_153,Browse,2025-04-30
CUS_153,Browse,2025-05-03
CUS_154,Browse,2024-10-08
CUS_154,Browse,2024-10-13
CUS_154,Browse,2024-10-15
CUS_154,Browse,2024-10-18
CUS_154,Browse,2024-10-21
CUS_154,Browse,2024-10-24
CUS_154,Browse,2024-10-25
CUS_154,Browse,2024-10-27
CUS_154,Browse,2024-10-29
CUS_154,Browse,2024-10-31
CUS_154,Browse,2024-11-03
CUS_155,Browse,2024-06-05
CUS_155,Browse,2024-06-08
CUS_155,Browse,2024-06-12
CUS_155,Browse,2024-06-15
CUS_155,Browse,2024-06-19
CUS_155,Browse,2024-06-23
CUS_155,Browse,2024-06-24
CUS_155,Browse,2024-06-26
CUS_155,Browse,2024-06-30
CUS_155,Browse,2024-07-04
CUS_155,Browse,2024-07-07
CUS_155,Browse,2024-07-11
CUS_156,Browse,2025-01-24
CUS_156,Browse,2025-01-29
CUS_156,Browse,2025-02-01
CUS_156,Browse,2025-02-05
CUS_156,Browse,2025-02-09
CUS_156,Browse,2025-02-11
CUS_156,Browse,2025-02-15
CUS_156,Browse,2025-02-17
CUS_156,Browse,2025-02-20
CUS_156,Browse,2025-02-24
CUS_157,Sign_Up,2024-01-30
CUS_157,Browse,2024-02-03
CUS_157,Browse,2024-02-05
CUS_157,Browse,2024-02-07
CUS_157,Browse,2024-02-08
CUS_157,Browse,2024-02-12
CUS_157,Browse,2024-02-13
CUS_157,Browse,2024-02-14
CUS_157,Browse,2024-02-18
CUS_157,Browse,2024-02-20
CUS_157,Browse,2024-02-23
CUS_157,Browse,2024-02-27
CUS_158,Sign_Up,2024-07-05
CUS_158,Browse,2024-07-09
CUS_158,Add_to_Cart,2024-07-09
CUS_158,Browse,2024-07-13
CUS_158,Browse,2024-07-16
CUS_158,Browse,2024-07-20
CUS_158,Browse,2024-07-23
CUS_158,Browse,2024-07-27
CUS_158,Browse,2024-07-30
CUS_158,Browse,2024-07-31
CUS_158,Browse,2024-08-02
CUS_158,Browse,2024-08-03
CUS_158,Browse,2024-08-06
CUS_159,Sign_Up,2024-01-20
CUS_159,Browse,2024-01-21
CUS_159,Browse,2024-01-24
CUS_159,Browse,2024-01-25
CUS_159,Browse,2024-01-26
CUS_159,Browse,2024-01-27
CUS_159,Browse,2024-01-29
CUS_159,Browse,2024-01-31
CUS_159,Browse,2024-02-01
CUS_159,Browse,2024-02-03
CUS_160,Sign_Up,2024-05-09
CUS_160,Browse,2024-05-10
CUS_160,Browse,2024-05-12
CUS_160,Browse,2024-05-15
CUS_160,Browse,2024-05-18
CUS_160,Browse,2024-05-20
CUS_160,Browse,2024-05-21
CUS_160,Browse,2024-05-23
CUS_160,Browse,2024-05-26
CUS_160,Browse,2024-05-27
CUS_160,Browse,2024-05-30
CUS_161,Sign_Up,2024-11-15
CUS_161,Browse,2024-11-19
CUS_161,Add_to_Cart,2024-11-19
CUS_161,Browse,2024-11-21
CUS_161,Browse,2024-11-23
CUS_161,Browse,2024-11-24
CUS_161,Checkout,2024-11-27
CUS_161,Review,2024-11-28
CUS_161,Browse,2024-11-29
CUS_161,Browse,2024-12-02
CUS_162,Sign_Up,2025-01-14
CUS_162,Browse,2025-01-17
CUS_162,Add_to_Cart,2025-01-17
CUS_162,Browse,2025-01-21
CUS_162,Browse,2025-01-22
CUS_162,Browse,2025-01-26
CUS_162,Browse,2025-01-29
CUS_162,Browse,2025-02-02
CUS_162,Browse,2025-02-04
CUS_162,Browse,2025-02-08
CUS_163,Browse,2025-06-18
CUS_163,Sign_Up,2025-06-21
CUS_163,Add_to_Cart,2025-06-25
CUS_163,Browse,2025-06-28
CUS_163,Browse,2025-06-30
CUS_163,Browse,2025-07-01
CUS_163,Browse,2025-07-04
CUS_163,Browse,2025-07-08
CUS_163,Browse,2025-07-10
CUS_163,Browse,2025-07-14
CUS_163,Browse,2025-07-15
CUS_163,Browse,2025-07-17
CUS_164,Browse,2024-12-10
CUS_164,Browse,2024-12-15
CUS_164,Browse,2024-12-17
CUS_164,Browse,2024-12-21
CUS_164,Browse,2024-12-23
CUS_164,Browse,2024-12-26
CUS_164,Browse,2024-12-29
CUS_164,Browse,2025-01-01
CUS_164,Browse,2025-01-04
CUS_164,Browse,2025-01-07
CUS_164,Browse,2025-01-10
CUS_165,Browse,2025-06-13
CUS_165,Sign_Up,2025-06-14
CUS_165,Add_to_Cart,2025-06-16
CUS_165,Browse,2025-06-20
CUS_165,Browse,2025-06-24
CUS_165,Browse,2025-06-28
CUS_165,Browse,2025-07-02
CUS_165,Checkout,2025-07-03
CUS_165,Return/Refund,2025-07-05
CUS_165,Browse,2025-07-09
CUS_165,Browse,2025-07-10
CUS_166,Sign_Up,2024-11-09
CUS_166,Browse,2024-11-12
CUS_166,Browse,2024-11-16
CUS_166,Browse,2024-11-20
CUS_166,Browse,2024-11-23
CUS_166,Browse,2024-11-26
CUS_166,Browse,2024-11-30
CUS_166,Browse,2024-12-03
CUS_166,Browse,2024-12-06
CUS_166,Browse,2024-12-09
CUS_166,Browse,2024-12-12
CUS_167,Sign_Up,2024-05-03
CUS_167,Browse,2024-05-06
CUS_167,Browse,2024-05-07
CUS_167,Browse,2024-05-09
CUS_167,Browse,2024-05-11
CUS_167,Browse,2024-05-15
CUS_167,Browse,2024-05-18
CUS_167,Browse,2024-05-21
CUS_167,Browse,2024-05-22
CUS_167,Browse,2024-05-24
CUS_167,Browse,2024-05-25
CUS_168,Sign_Up,2024-08-20
CUS_168,Browse,2024-08-23
CUS_168,Browse,2024-08-24
CUS_168,Browse,2024-08-27
CUS_168,Browse,2024-08-28
CUS_168,Browse,2024-08-29
CUS_168,Browse,2024-09-01
CUS_168,Browse,2024-09-03
CUS_168,Browse,2024-09-07
CUS_168,Browse,2024-09-08
CUS_168,Browse,2024-09-11
CUS_169,Sign_Up,2024-10-18
CUS_169,Browse,2024-10-22
CUS_169,Add_to_Cart,2024-10-22
CUS_169,Browse,2024-10-23
CUS_169,Browse,2024-10-27
CUS_169,Browse,2024-10-28
CUS_169,Browse,2024-10-29
CUS_169,Browse,2024-11-02
CUS_169,Browse,2024-11-06
CUS_169,Browse,2024-11-07
CUS_169,Browse,2024-11-08
CUS_170,Sign_Up,2024-06-04
CUS_170,Browse,2024-06-07
CUS_170,Browse,2024-06-08
CUS_170,Browse,2024-06-09
CUS_170,Browse,2024-06-13
CUS_170,Browse,2024-06-15
CUS_170,Browse,2024-06-19
CUS_170,Browse,2024-06-23
CUS_170,Browse,2024-06-27
CUS_170,Browse,2024-06-30
CUS_170,Browse,2024-07-03
CUS_171,Browse,2024-11-08
CUS_171,Browse,2024-11-10
CUS_171,Browse,2024-11-12
CUS_171,Browse,2024-11-15
CUS_171,Browse,2024-11-16
CUS_171,Browse,2024-11-18
CUS_171,Browse,2024-11-20
CUS_171,Browse,2024-11-22
CUS_171,Browse,2024-11-23
CUS_171,Browse,2024-11-25
CUS_172,Browse,2025-02-22
CUS_172,Browse,2025-03-02
CUS_172,Browse,2025-03-03
CUS_172,Browse,2025-03-05
CUS_172,Browse,2025-03-08
CUS_172,Browse,2025-03-11
CUS_172,Browse,2025-03-15
CUS_172,Browse,2025-03-16
CUS_172,Browse,2025-03-18
CUS_172,Browse,2025-03-21
CUS_172,Browse,2025-03-24
CUS_173,Browse,2025-03-11
CUS_173,Browse,2025-03-14
CUS_173,Browse,2025-03-17
CUS_173,Browse,2025-03-19
CUS_173,Browse,2025-03-20
CUS_173,Browse,2025-03-21
CUS_173,Browse,2025-03-23
CUS_173,Browse,2025-03-26
CUS_173,Browse,2025-03-29
CUS_173,Browse,2025-04-02
CUS_173,Browse,2025-04-06
CUS_173,Browse,2025-04-09
CUS_174,Browse,2025-04-24
CUS_174,Browse,2025-05-01
CUS_174,Browse,2025-05-05
CUS_174,Browse,2025-05-09
CUS_174,Browse,2025-05-10
CUS_174,Browse,2025-05-11
CUS_174,Browse,2025-05-15
CUS_174,Browse,2025-05-18
CUS_174,Browse,2025-05-21
CUS_174,Browse,2025-05-22
CUS_174,Browse,2025-05-25
CUS_174,Browse,2025-05-29
CUS_175,Browse,2024-08-22
CUS_175,Sign_Up,2024-08-23
CUS_175,Browse,2024-08-27
CUS_175,Browse,2024-08-31
CUS_175,Browse,2024-09-04
CUS_175,Browse,2024-09-07
CUS_175,Browse,2024-09-09
CUS_175,Browse,2024-09-13
CUS_175,Browse,2024-09-17
CUS_175,Browse,2024-09-18
CUS_175,Browse,2024-09-22
CUS_175,Browse,2024-09-26
CUS_175,Browse,2024-09-30
CUS_176,Browse,2024-12-22
CUS_176,Browse,2024-12-29
CUS_176,Browse,2024-12-30
CUS_176,Browse,2025-01-01
CUS_176,Browse,2025-01-04
CUS_176,Browse,2025-01-08
CUS_176,Browse,2025-01-12
CUS_176,Browse,2025-01-15
CUS_176,Browse,2025-01-19
CUS_176,Browse,2025-01-20
CUS_176,Browse,2025-01-21
CUS_176,Browse,2025-01-24
CUS_177,Sign_Up,2024-03-31
CUS_177,Browse,2024-04-03
CUS_177,Add_to_Cart,2024-04-03
CUS_177,Browse,2024-04-07
CUS_177,Browse,2024-04-11
CUS_177,Browse,2024-04-15
CUS_177,Browse,2024-04-16
CUS_177,Browse,2024-04-18
CUS_177,Browse,2024-04-21
CUS_177,Browse,2024-04-25
CUS_177,Browse,2024-04-28
CUS_178,Sign_Up,2024-02-22
CUS_178,Browse,2024-02-24
CUS_178,Add_to_Cart,2024-02-24
CUS_178,Browse,2024-02-28
CUS_178,Browse,2024-02-29
CUS_178,Browse,2024-03-01
CUS_178,Browse,2024-03-03
CUS_178,Browse,2024-03-05
CUS_178,Browse,2024-03-08
CUS_178,Checkout,2024-03-09
CUS_179,Browse,2025-04-17
CUS_179,Sign_Up,2025-04-19
CUS_179,Browse,2025-04-26
CUS_179,Browse,2025-04-30
CUS_179,Browse,2025-05-04
CUS_179,Browse,2025-05-08
CUS_179,Browse,2025-05-10
CUS_179,Browse,2025-05-14
CUS_179,Browse,2025-05-16
CUS_179,Browse,2025-05-20
CUS_179,Browse,2025-05-21
CUS_179,Browse,2025-05-23
CUS_180,Sign_Up,2025-06-04
CUS_180,Browse,2025-06-06
CUS_180,Add_to_Cart,2025-06-06
CUS_180,Browse,2025-06-09
CUS_180,Browse,2025-06-12
CUS_180,Browse,2025-06-15
CUS_180,Browse,2025-06-16
CUS_180,Browse,2025-06-19
CUS_180,Browse,2025-06-22
CUS_180,Checkout,2025-06-26
CUS_180,Browse,2025-06-28
CUS_181,Sign_Up,2024-12-19
CUS_181,Browse,2024-12-23
CUS_181,Browse,2024-12-27
CUS_181,Browse,2024-12-29
CUS_181,Browse,2024-12-31
CUS_181,Browse,2025-01-04
CUS_181,Browse,2025-01-06
CUS_181,Browse,2025-01-10
CUS_181,Browse,2025-01-11
CUS_181,Browse,2025-01-14
CUS_181,Browse,2025-01-16
CUS_182,Sign_Up,2025-01-25
CUS_182,Browse,2025-01-27
CUS_182,Add_to_Cart,2025-01-27
CUS_182,Browse,2025-01-28
CUS_182,Browse,2025-01-31
CUS_182,Browse,2025-02-01
CUS_182,Browse,2025-02-05
CUS_182,Browse,2025-02-06
CUS_182,Browse,2025-02-10
CUS_182,Browse,2025-02-11
CUS_182,Browse,2025-02-14
CUS_183,Browse,2025-02-23
CUS_183,Browse,2025-02-26
CUS_183,Browse,2025-03-01
CUS_183,Browse,2025-03-04
CUS_183,Browse,2025-03-08
CUS_183,Browse,2025-03-09
CUS_183,Browse,2025-03-12
CUS_183,Browse,2025-03-16
CUS_183,Browse,2025-03-19
CUS_183,Browse,2025-03-23
CUS_183,Browse,2025-03-26
CUS_184,Sign_Up,2024-03-11
CUS_184,Browse,2024-03-14
CUS_184,Browse,2024-03-16
CUS_184,Browse,2024-03-20
CUS_184,Browse,2024-03-21
CUS_184,Browse,2024-03-22
CUS_184,Browse,2024-03-26
CUS_184,Browse,2024-03-28
CUS_184,Browse,2024-03-31
CUS_184,Browse,2024-04-01
CUS_185,Sign_Up,2024-11-28
CUS_185,Browse,2024-12-01
CUS_185,Add_to_Cart,2024-12-01
CUS_185,Browse,2024-12-05
CUS_185,Browse,2024-12-07
CUS_185,Browse,2024-12-11
CUS_185,Browse,2024-12-13
CUS_185,Checkout,2024-12-15
CUS_185,Browse,2024-12-19
CUS_185,Browse,2024-12-21
CUS_186,Sign_Up,2024-05-26
CUS_186,Browse,2024-05-29
CUS_186,Add_to_Cart,2024-05-29
CUS_186,Browse,2024-05-30
CUS_186,Browse,2024-06-02
CUS_186,Browse,2024-06-04
CUS_186,Browse,2024-06-05
CUS_186,Browse,2024-06-09
CUS_186,Browse,2024-06-12
CUS_186,Browse,2024-06-15
CUS_186,Browse,2024-06-16
CUS_186,Browse,2024-06-20
CUS_187,Sign_Up,2024-09-13
CUS_187,Browse,2024-09-16
CUS_187,Add_to_Cart,2024-09-16
CUS_187,Browse,2024-09-20
CUS_187,Browse,2024-09-21
CUS_187,Browse,2024-09-23
CUS_187,Browse,2024-09-27
CUS_187,Browse,2024-09-30
CUS_187,Browse,2024-10-03
CUS_187,Checkout,2024-10-06
CUS_188,Browse,2024-10-08
CUS_188,Browse,2024-10-10
CUS_188,Browse,2024-10-13
CUS_188,Browse,2024-10-15
CUS_188,Browse,2024-10-18
CUS_188,Browse,2024-10-20
CUS_188,Browse,2024-10-22
CUS_188,Browse,2024-10-25
CUS_188,Browse,2024-10-27
CUS_188,Browse,2024-10-28
CUS_189,Sign_Up,2024-11-12
CUS_189,Browse,2024-11-13
CUS_189,Browse,2024-11-16
CUS_189,Browse,2024-11-17
CUS_189,Browse,2024-11-20
CUS_189,Browse,2024-11-23
CUS_189,Browse,2024-11-27
CUS_189,Browse,2024-11-29
CUS_189,Browse,2024-12-01
CUS_189,Browse,2024-12-03
CUS_189,Browse,2024-12-07
CUS_190,Browse,2025-06-27
CUS_190,Browse,2025-07-02
CUS_190,Browse,2025-07-06
CUS_190,Browse,2025-07-09
CUS_190,Browse,2025-07-12
CUS_190,Browse,2025-07-13
CUS_190,Browse,2025-07-17
CUS_190,Browse,2025-07-18
CUS_190,Browse,2025-07-20
CUS_190,Browse,2025-07-22
CUS_190,Browse,2025-07-23
CUS_190,Browse,2025-07-25
CUS_191,Browse,2025-01-09
CUS_191,Browse,2025-01-14
CUS_191,Browse,2025-01-17
CUS_191,Browse,2025-01-18
CUS_191,Browse,2025-01-22
CUS_191,Browse,2025-01-25
CUS_191,Browse,2025-01-28
CUS_191,Browse,2025-02-01
CUS_191,Browse,2025-02-04
CUS_191,Browse,2025-02-05
CUS_191,Browse,2025-02-08
CUS_192,Sign_Up,2025-04-27
CUS_192,Browse,2025-04-30
CUS_192,Browse,2025-05-02
CUS_192,Browse,2025-05-06
CUS_192,Browse,2025-05-09
CUS_192,Browse,2025-05-13
CUS_192,Browse,2025-05-14
CUS_192,Browse,2025-05-16
CUS_192,Browse,2025-05-17
CUS_192,Browse,2025-05-18
CUS_192,Browse,2025-05-22
CUS_192,Browse,2025-05-24
